LOCAL HEALTH UNIT,OPERATION NAME,ADDRESS,CITY,STATE,ZIP,MUNCIPALITY,COUNTY,VENDOR TYPE,CREATION DATE,LOCATION
NYC,HANU NY INC.,8703 NORTHERN BOULEVARD,JACKSON HEIGHTS,NY,11372,QUEENS,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"8703 NORTHERN BOULEVARD
JACKSON HEIGHTS, NY 11372
(40.75608774900007, -73.88049377699997)"
NYC,5 STAR EXPRESS DELI AND GROCERY CORP,1176 NOSTRAND AVENUE,BROOKLYN,NY,11225,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1176 NOSTRAND AVENUE
BROOKLYN, NY 11225
(40.65880647700004, -73.95044677999994)"
NYC,RIZQ DELI CORP,1176 AMSTERDAM AVENUE,NEW YORK,NY,10031,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1176 AMSTERDAM AVENUE
NEW YORK, NY 10031
(40.80800672700008, -73.96022955099994)"
NYC,167 HOT DELI CORP.,1205 COLLEGE AVENUE,BRONX,NY,10456,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1205 COLLEGE AVENUE
BRONX, NY 10456
(40.83281716500005, -73.91339912499996)"
NYC,BIG PANDA INC,47N CATHERINE STREET,NEW YORK,NY,10002,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"47N CATHERINE STREET
NEW YORK, NY 10002
(40.62762895100008, -74.13518320399999)"
NYC,WEBSTER AVE GOURMET DELI CORP,375 EAST 188TH STREET,BRONX,NY,10458,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"375 EAST 188TH STREET
BRONX, NY 10458
(40.86000673600006, -73.89340789099998)"
NYC,ALICE LIM,1835 COLLEGE POINT BOULEVARD,COLLEGE POINT,NY,11356,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1835 COLLEGE POINT BOULEVARD
COLLEGE POINT, NY 11356
(40.782661639000025, -73.84584398599998)"
NYC,WALGREEN EASTERN CO. INC,11907 SPRINGFIEL BOULEVARD,CAMBRIA HEIGHTS,NY,11411,NEW YORK CITY,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"11907 SPRINGFIEL BOULEVARD
CAMBRIA HEIGHTS, NY 11411
(40.694788232000064, -73.73882596299995)"
NYC,"7 ELEVEN, INC",7937 METROPOLITAN AVENUE,MIDDLE VILLAGE,NY,11379,QUEENS,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"7937 METROPOLITAN AVENUE
MIDDLE VILLAGE, NY 11379
(40.71329349900003, -73.87280551799995)"
NYC,79 LIVONIA FOOD CORP,79 LIVONIA AVENUE,BROOKLYN,NY,11212,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"79 LIVONIA AVENUE
BROOKLYN, NY 11212
(40.661604958000055, -73.91537383599996)"
NYC,126 CANDY GROCERY CORP,2359 8TH  AVENUE,NEW YORK,NY,10027,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"2359 8TH AVENUE
NEW YORK, NY 10027
(40.81116038300007, -73.95047591899998)"
NYC,"FOSTER, MAXINE T",13615 FARMERS BOULEVARD,JAMAICA,NY,11434,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"13615 FARMERS BOULEVARD
JAMAICA, NY 11434
(40.67435236600005, -73.76368398799997)"
NYC,SALMAN DELI & GROCERY CORP,2127 PITKIN AVENUE,BROOKLYN,NY,11207,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"2127 PITKIN AVENUE
BROOKLYN, NY 11207
(40.672218273000055, -73.89381466199995)"
NYC,L.P. MINI MARKET CORP,11202 FARMERS BOULEVARD,SAINT ALBANS,NY,11412,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"11202 FARMERS BOULEVARD
SAINT ALBANS, NY 11412
(40.700667786000054, -73.76424111299997)"
NYC,BASSFORD DELI AND GROCERY CORP,2280 BASSFORD STREET,BRONX,NY,10457,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"2280 BASSFORD STREET
BRONX, NY 10457
(40.85474032500008, -73.89265725699994)"
NYC,AMERICAN STOP DELI GROCERY CORP,422 DITMAS AVENUE,BROOKLYN,NY,11218,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"422 DITMAS AVENUE
BROOKLYN, NY 11218
(40.635923553000055, -73.97431691099996)"
NYC,NEW ODEY 1 DELI CORP,1742 1742 PITKIN AVENUE,BROOKLYN,NY,11212,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1742 1742 PITKIN AVENUE
BROOKLYN, NY 11212
(40.669982780000055, -73.90874631499997)"
NYC,GREEN STOP DELI INC,1477 AMSTERDAM AVENUE,NEW YROK,NY,10027,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1477 AMSTERDAM AVENUE
NEW YROK, NY 10027
(40.81749156200004, -73.95322424699998)"
NYC,RIDDHI & SIDDHI FOOD INC,6801 79TH STREET,MIDDLE VILLAGE,NY,11379,QUEENS,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"6801 79TH STREET
MIDDLE VILLAGE, NY 11379
(40.71101306300005, -73.87339451199995)"
NYC,ROCKAWAY GOURMET & GROCERY CORP,9627 FARRAGUT ROAD,BROOKLYN,NY,11236,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"9627 FARRAGUT ROAD
BROOKLYN, NY 11236
(40.646584690000054, -73.90410632499999)"
NYC,OXFORD DELI GROCERY INC,2035 1ST  AVENUE,NEW YORK,NY,10029,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"2035 1ST AVENUE
NEW YORK, NY 10029
(40.78907934700004, -73.94050710899995)"
NYC,F & S DELI CORP.,2174 PITKIN AVENUE,BROOKLYN,NY,11207,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"2174 PITKIN AVENUE
BROOKLYN, NY 11207
(40.67239310400004, -73.89232627599995)"
NYC,HU & FONG TRADE INC.,255 WEST 36TH  STREET,NEW YORK,NY,10018,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"255 WEST 36TH STREET
NEW YORK, NY 10018
(40.753106314000036, -73.99155981699994)"
NYC,"EAST SIDE CIGAR, INC.",1016 2ND AVENUE,NEW YORK,NY,10022,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1016 2ND AVENUE
NEW YORK, NY 10022
(40.757161206000035, -73.96683418399994)"
NYC,JAKELY LOPEZ (DBA) ALIANZA DELI GROC,6921 CENTRAL AVENUE,GLENDALE  AVENUE,NY,11385,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"6921 CENTRAL AVENUE
GLENDALE AVENUE, NY 11385
(40.70419702200007, -73.88300666799995)"
NYC,AL FAREI DELI CORP,803A WASHINGTON AVENUE,BROOKLYN,NY,11238,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"803A WASHINGTON AVENUE
BROOKLYN, NY 11238
(40.67223705300006, -73.96264318099998)"
NYC,STOP ONE GROCERY & DELI INC.,1101 ALLERTON AVENUE,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1101 ALLERTON AVENUE
BRONX, NY 10469
(40.86545793700003, -73.85557000399996)"
NYC,188TH ST. GOURMET DELI CORP,346 E 188TH  STREET,BRONX,NY,10458,BRONX,NEW YORK CITY,DELICATESSEN,05/09/2016,"346 E 188TH STREET
BRONX, NY 10458
(40.860387210000056, -73.89432326699995)"
NYC,DUANE READE ETAL PTRS,1 PENN PLAZA  STE 0034,NEW YORK,NY,10119,NEW YORK CITY,NEW YORK CITY,PHARMACY,05/09/2016,"1 PENN PLAZA STE 0034
NEW YORK, NY 10119
(40.75169980000004, -73.99237068999997)"
NYC,ROSA M PALAGUACHI,6823 20TH AVENUE,BROOKLYN,NY,11204,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"6823 20TH AVENUE
BROOKLYN, NY 11204
(40.61431805500007, -73.98810867099996)"
NYC,FARMS DELI INC,3706 3RD AVENUE,BRONX,NY,10456,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"3706 3RD AVENUE
BRONX, NY 10456
(40.835131915000034, -73.90340350799994)"
NYC,VAPE N SMOKE INC,18516 HORACE HARDING EXPY,FRESH MEADOWS,NY,11365,QUEENS,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"18516 HORACE HARDING EXPY
FRESH MEADOWS, NY 11365
(40.73992717600004, -73.78901702299999)"
NYC,HIRA GROCERY & HALAL MEAT INC,1101 CONEY ISLAND  AVENUE,BROOKLYN,NY,11230,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1101 CONEY ISLAND AVENUE
BROOKLYN, NY 11230
(40.63076956300006, -73.96630619799998)"
NYC,21ST AVE. NEWSSTAND INC,8508 21ST AVENUE,BROOKLYN,NY,11214,NEW YORK CITY,NEW YORK CITY,OTHER,05/09/2016,"8508 21ST AVENUE
BROOKLYN, NY 11214
(40.60367207000007, -73.99565200599994)"
NYC,TREMONT MINI MARKET CORP,1963 GRAND CONCOURSE,BRONX,NY,10453,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1963 GRAND CONCOURSE
BRONX, NY 10453
(40.85090042100006, -73.90507604899994)"
NYC,SAKMANN GOURMET DELI INC,388 EAST 169TH  STREET,BRONX,NY,10456,NEW YORK CITY,NEW YORK CITY,BAR/LOUNGE,05/09/2016,"388 EAST 169TH STREET
BRONX, NY 10456
(40.83426412400007, -73.90988484699994)"
NYC,WOODRUFF FINEST GROCERY  CORP,180 WOODDRUFF AVENUE,BROOKLYN,NY,11226,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"180 WOODDRUFF AVENUE
BROOKLYN, NY 11226
(40.65471428800004, -73.95999133599997)"
NYC,COOPER ISLAND INC,6515 COOPER AVENUE,GLENDALE,NY,11385,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"6515 COOPER AVENUE
GLENDALE, NY 11385
(40.698787708000054, -73.88834881999998)"
NYC,STOP ONE I DELI & GROCERY CORP,263 WYCKOFF AVENUE,BROOKLYN,NY,11237,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"263 WYCKOFF AVENUE
BROOKLYN, NY 11237
(40.70115614500003, -73.91394692599994)"
NYC,A&M GOURMENT MINI MARKET CORP,316 MCGUINESS BOULEVARD,BROOKLYN,NY,11222,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"316 MCGUINESS BOULEVARD
BROOKLYN, NY 11222
(40.73318617700005, -73.95200509899996)"
NYC,KINGSBRIDGE CANDY STORE INC,271 EAST KINGBRIDGE ROAD,BRONX,NY,10458,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"271 EAST KINGBRIDGE ROAD
BRONX, NY 10458
(40.86361406200007, -73.89423425399997)"
NYC,511 SOUNDVIEW FOOD CORP,511 SOUNDVIEW AVENUE,BRONX,NY,10473,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"511 SOUNDVIEW AVENUE
BRONX, NY 10473
(40.81573859900004, -73.86024146299997)"
NYC,"TELLER MART, LLC.",920 TELLER AVENUE,BRONX,NY,10451,BRONX,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"920 TELLER AVENUE
BRONX, NY 10451
(40.826414198000066, -73.91534951299997)"
NYC,724 FINEST DELI CORP.,724 LIBERTY AVENUE,BROOKLYN,NY,11208,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"724 LIBERTY AVENUE
BROOKLYN, NY 11208
(40.676373401000035, -73.88290643199997)"
NYC,LAI LAI MINI MART & DISCOUNT INC,4520 BROADWAY,NEW YORK,NY,10040,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"4520 BROADWAY
NEW YORK, NY 10040
(40.85851485200004, -73.93165138399996)"
NYC,FAMILY DOLLAR STORES OF NEW YORK INC,11710 GUY BREWER BOULEVARD,JAMAICA,NY,11434,QUEENS,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"11710 GUY BREWER BOULEVARD
JAMAICA, NY 11434
(40.67213896800007, -73.77343547399994)"
NYC,E S WHOLESOME FOOD OF BROOKLYN CORP,98 MONTGOMERY STREET,BROOKLYN,NY,11225,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"98 MONTGOMERY STREET
BROOKLYN, NY 11225
(40.666573594000056, -73.96118600799997)"
NYC,NANDO DELI CORP,102-02 JAMAICA AVENUE,RICHMOND HILL,NY,11418,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"102-02 JAMAICA AVENUE
RICHMOND HILL, NY 11418
(40.695134358000075, -73.84528670699996)"
NYC,BUSHWICK DELI CORP,1486 BUSHWICK AVENUE,BROOKLYN,NY,11207,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1486 BUSHWICK AVENUE
BROOKLYN, NY 11207
(40.683145152000066, -73.90702482199998)"
NYC,IZZY GROCERY INC,291 EAST GUN HILL  ROAD,BRONX,NY,10467,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"291 EAST GUN HILL ROAD
BRONX, NY 10467
(40.879226387000074, -73.87459734199996)"
NYC,BEDSTUY FINEST DELI CORP.,62 STUYVESANT AVENUE,BROOKLYN,NY,11221,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"62 STUYVESANT AVENUE
BROOKLYN, NY 11221
(40.69393449800003, -73.93426567599994)"
NYC,CROES GROCERY DELI INC,1701 EAST 174TH  STREET,BRONX,NY,10472,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1701 EAST 174TH STREET
BRONX, NY 10472
(40.834567797000034, -73.87168467399994)"
NYC,CARLITOS DELI GROCERY CORP.,540 HEGEMAN AVENUE,BROOKLYN,NY,11207,BROOKLYN,NEW YORK CITY,DELICATESSEN,05/09/2016,"540 HEGEMAN AVENUE
BROOKLYN, NY 11207
(40.65998483200008, -73.89148009799999)"
NYC,HOOKAH JUNCTION INC,1814 WEIRFIELD STREET,RIDGEWOOD,NY,11590,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1814 WEIRFIELD STREET
RIDGEWOOD, NY 11590
(40.70011456900005, -73.90279799999996)"
NYC,SHERMAN AV DELI AND GROCERY CORP,232 SHERMAN AVENUE,NEW YORK,NY,10034,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"232 SHERMAN AVENUE
NEW YORK, NY 10034
(40.86591715700007, -73.91976060899998)"
NYC,HARLEM TASTE DELI CORP,348Q EAST 110 STREET,NEW YORK,NY,10029,NEW YORK CITY,NEW YORK CITY,BAR/LOUNGE,05/09/2016,"348Q EAST 110 STREET
NEW YORK, NY 10029
(40.79266998700007, -73.93940019199994)"
NYC,SPEEDWAY LLC DBA: SPEEDWAY #07814,9711 NORTHERN BOULEVARD,CORONA,NY,11368,NEW YORK CITY,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"9711 NORTHERN BOULEVARD
CORONA, NY 11368
(40.757088872000054, -73.87114351099996)"
NYC,194 STREET GROCERY STORE INC,385 EAST 194TH STREET,BRONX,NY,10458,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"385 EAST 194TH STREET
BRONX, NY 10458
(40.863396108000074, -73.88995674599994)"
NYC,SPEEDWAY LLC,120 W 145TH STREET,MANHATTAN,NY,10039,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"120 W 145TH STREET
MANHATTAN, NY 10039
(40.82070478800006, -73.93694127899994)"
NYC,O AND V DELI GROCERY CORP,1397 FRANKLIN AVENUE,BRONX,NY,10456,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1397 FRANKLIN AVENUE
BRONX, NY 10456
(40.83410857600006, -73.90027754699997)"
NYC,WIN FOR LIFE CANDY & GROCERY CORP,10515 177TH STREET,JAMAICA,NY,11433,QUEENS,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"10515 177TH STREET
JAMAICA, NY 11433
(40.703099089000034, -73.78095370099999)"
NYC,108TH ST. GOURMET DELI CORP,346 EAST 188TH  STREET,BRONX,NY,16456,BRONX,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"346 EAST 188TH STREET
BRONX, NY 16456
(40.860387210000056, -73.89432326699995)"
NYC,ROYAL DELI GRILL CORP,2024 CROPSEY AVENUE,BROOKLYN,NY,11214,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"2024 CROPSEY AVENUE
BROOKLYN, NY 11214
(40.59977569100005, -74.00224659599996)"
NYC,DOMINICAN MEAT PLACE II CORP.,2101 CORTELYOU ROAD,BROOKLN,NY,11226,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"2101 CORTELYOU ROAD
BROOKLN, NY 11226
(40.64393659800004, -73.95846215599994)"
NYC,CANAL SMOKE & NEWS INC,383 CANAL STREET,NEW YORK,NY,10013,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"383 CANAL STREET
NEW YORK, NY 10013
(40.72153433600005, -74.00483291499995)"
NYC,3485 DELI GROCERY CORP.,3485 BOSTON ROAD,BRONX,NY,10469,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"3485 BOSTON ROAD
BRONX, NY 10469
(40.87682311800006, -73.84712382899994)"
NYC,3076 OBAMA DELI & GROCERY CORP,3076 FULTON STREET,BROOKLYN,NY,11208,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"3076 FULTON STREET
BROOKLYN, NY 11208
(40.680914321000046, -73.88144252199999)"
NYC,NORTH AMERICA FUHENG INTERNATIONAL TRADING INC,8118 5TH AVENUE,BROOKLYN,NY,11209,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"8118 5TH AVENUE
BROOKLYN, NY 11209
(40.62465400800005, -74.02465281599996)"
NYC,FOREST AVE DEKI CORP,6681 FOREST AVENUE,RIDGEWOOD,NY,11385,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"6681 FOREST AVENUE
RIDGEWOOD, NY 11385
(40.70507350400004, -73.90204915799995)"
NYC,PICKLES & OLIVES II INC,5601 2ND AVENUE,BROOKLYN,NY,11220,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"5601 2ND AVENUE
BROOKLYN, NY 11220
(40.64562895300003, -74.02048836399996)"
NYC,"AKHTER, ROZINA",2372 NOSTRAND AVENUE,BROOKLYN,NY,11210,NEW YORK CITY,NEW YORK CITY,OTHER,05/09/2016,"2372 NOSTRAND AVENUE
BROOKLYN, NY 11210
(40.62696106900006, -73.94692674799995)"
NYC,358 FAMOUS DELI LLC,358A BEDFORD PARK BOULEVARD,BRONX,NY,10458,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"358A BEDFORD PARK BOULEVARD
BRONX, NY 10458
(40.86827343600004, -73.88449175899996)"
NYC,LISA DELI AND GROCERY INC,7320 FOREST  AVENUE,RIDGEWOOD,NY,11385,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"7320 FOREST AVENUE
RIDGEWOOD, NY 11385
(40.69928546300008, -73.89821571799996)"
NYC,FAMILY 99 PLUS CONVENIENCE INC,8529 GRAND AVENUE,ELMHURST,NY,11373,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"8529 GRAND AVENUE
ELMHURST, NY 11373
(40.735525403000054, -73.88123738799999)"
NYC,SPEEDWAY LLC DBA: SPEEDWAY #07818,5601 MAIN  STREET,FLUSHING,NY,11355,NEW YORK CITY,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"5601 MAIN STREET
FLUSHING, NY 11355
(40.747984959000064, -73.82600507599994)"
NYC,ALPHA-MART LLC,3008 STEINWAY  STREET,ASTORIA,NY,11103,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"3008 STEINWAY STREET
ASTORIA, NY 11103
(40.76365089700005, -73.91524533099994)"
NYC,1154 NP MINIMART INC,1154 CONEY ISLAND AVENUE,BROOKLYN,NY,11230,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1154 CONEY ISLAND AVENUE
BROOKLYN, NY 11230
(40.629303322000055, -73.96605560799998)"
NYC,LUCKY PLACE DELI AND GROCERY CORP,1108 BLAKE  AVENUE,BROOKLYN,NY,11208,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1108 BLAKE AVENUE
BROOKLYN, NY 11208
(40.67042335200006, -73.87716617899997)"
NYC,GRAND GOURMET DELI CORP,619 GRAND STREET,BROOKLYN,NY,11211,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"619 GRAND STREET
BROOKLYN, NY 11211
(40.71133824700007, -73.94740357199998)"
NYC,STARLIGHT SMOKE SHOP AND GROCERY INC,364 CENTRAL AVENUE,BROOKLYN,NY,11221,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"364 CENTRAL AVENUE
BROOKLYN, NY 11221
(40.69451493400004, -73.91894473499997)"
NYC,WASHINGTON GOURMET DELI CORP,773 WASHINGTON AVENUE,BROOKLYN,NY,11238,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"773 WASHINGTON AVENUE
BROOKLYN, NY 11238
(40.673627072000045, -73.96292256999999)"
NYC,7TH AVE SUPERIOR MARKET INC.,7909 7TH AVENUE,BROOKLYN,NY,11228,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"7909 7TH AVENUE
BROOKLYN, NY 11228
(40.623265857000035, -74.01919928299998)"
NYC,EASY PASS SMOKE SHOP CORP.,200 EAST 116TH STREET,NEW YORK,NY,10035,MANHATTAN,NEW YORK CITY,TOBACCO RETAIL,05/09/2016,"200 EAST 116TH STREET
NEW YORK, NY 10035
(40.797886240000025, -73.93992094999999)"
NYC,SUNNY MORNING STAR GROCERY CORP,268 MORNINGSTAR  ROAD,STATEN ISLAND,NY,10303,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"268 MORNINGSTAR ROAD
STATEN ISLAND, NY 10303
(40.631641383000044, -74.14678326699999)"
NYC,NEW TRUE BLUE DELI GROCERY CORP,2741 FREDERICK DOUGLASS BOULEVARD,NEW YORK,NY,10039,MANHATTAN,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"2741 FREDERICK DOUGLASS BOULEVARD
NEW YORK, NY 10039
(40.82360196900004, -73.94139360899999)"
NYC,DOLLAR EXPRESS STORES LLC,1041 PROSPECT AVENUE,BRONX,NY,10459,BRONX,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"1041 PROSPECT AVENUE
BRONX, NY 10459
(40.82471394700008, -73.89956902199998)"
NYC,AVE DELI RANCVH CORP,1040 NOSTRAND AVENUE,BROOKLYN,NY,11225,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1040 NOSTRAND AVENUE
BROOKLYN, NY 11225
(40.662876521000044, -73.95088618699998)"
NYC,M & K GOURMET DELI CORP.,234 TROY AVENUE,BROOKLYN,NY,11213,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"234 TROY AVENUE
BROOKLYN, NY 11213
(40.67161336100003, -73.93645687899993)"
NYC,ADHM DELI CROP,3554 NOSTRAND AVENUE,BROOKLYN,NY,11229,NEW YORK CITY,NEW YORK CITY,DELICATESSEN,05/09/2016,"3554 NOSTRAND AVENUE
BROOKLYN, NY 11229
(40.59714391500006, -73.94128568499997)"
NYC,MUKTI PETROLEUM INC,14812 ROCKAWAY BOULEVARD,OZONE PARK,NY,11436,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"14812 ROCKAWAY BOULEVARD
OZONE PARK, NY 11436
(40.67325184100008, -73.78970956399996)"
NYC,32ND STREET NEWS STAND INC,39 WEST 32ND STREET,NEW YORK,NY,10001,NEW YORK CITY,NEW YORK CITY,OTHER,05/09/2016,"39 WEST 32ND STREET
NEW YORK, NY 10001
(40.74800710400007, -73.98743965499995)"
NYC,SHAYONA 123 INC.,3124 GREENPOINT AVENUE,LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"3124 GREENPOINT AVENUE
LONG ISLAND CITY, NY 11101
(40.73457894300003, -73.93729180299994)"
NYC,SUPERIOR 2 SMOKE SHOP INC.,6818 FRESH POND ROAD,RIDGEWOOD,NY,11385,QUEENS,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"6818 FRESH POND ROAD
RIDGEWOOD, NY 11385
(40.70465507700004, -73.89606064599997)"
NYC,"BEST GOURMET DELI & GRIL, INC.",494 AUDUBON AVENUE,NEW YORK,NY,10040,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"494 AUDUBON AVENUE
NEW YORK, NY 10040
(40.85421986100005, -73.92836690999997)"
NYC,NEVINS STREET NEW STANS INC,22 NEVINS STREET,BROOKLYN,NY,11217,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"22 NEVINS STREET
BROOKLYN, NY 11217
(40.688180430000045, -73.98127725799998)"
NYC,7TH AVE SMOKE SHOP CORP,317 7TH  AVENUE,BROOKLYN,NY,11215,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"317 7TH AVENUE
BROOKLYN, NY 11215
(40.66715053300004, -73.98131594099993)"
NYC,ROUND THE CLOCK GROCERY INC,1747A EAST 172 STREET,BRONX,NY,10472,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1747A EAST 172 STREET
BRONX, NY 10472
(40.83263518000007, -73.86903516599995)"
NYC,GOD BLESS USA DELI INC,818 MANHATTAN AVENUE,BROOKLYN,NY,11222,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"818 MANHATTAN AVENUE
BROOKLYN, NY 11222
(40.72832590100006, -73.95335128999994)"
NYC,"MENDOZA, LISSETTE",1249 TINTON AVENUE,BRONX,NY,10456,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"1249 TINTON AVENUE
BRONX, NY 10456
(40.830754170000034, -73.89980200899998)"
NYC,87 E 94TH ST. DELI & GROCERY,87 EAST 94TH STREET,BROOKLYN,NY,11212,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,05/09/2016,"87 EAST 94TH STREET
BROOKLYN, NY 11212
(40.66295908600006, -73.92623196399995)"
NYC,MADISON DELI CORP.,6661 FRESH POND ROAD,RIDGEWOOD,NY,11385,QUEENS,NEW YORK CITY,CONVENIENCE STORE,05/09/2016,"6661 FRESH POND ROAD
RIDGEWOOD, NY 11385
(40.70696633000006, -73.89713060599996)"
